id,sender,receiver,status,created_at,updated_at
956,U3364S,ORG3353,['accepted'],2022-02-10 20:08:25,2024-11-12 08:58:35
957,U959H,U1421I,['pending'],2022-06-02 22:14:57,2024-05-31 09:07:05
958,U2446K,U3324V,['pending'],2021-11-06 14:31:38,2024-12-05 20:29:46
959,U414G,U2617P,['accepted'],2020-06-01 05:49:55,2024-05-27 05:11:49
960,U267U,ORG3752,['pending'],2024-05-02 21:45:43,2024-05-12 08:44:10
961,U467Z,ORG1963,['pending'],2023-01-30 23:24:41,2024-11-28 02:29:09
962,U807K,U110K,['rejected'],2020-06-05 04:39:19,2022-04-29 07:42:31
963,U2199E,U567R,['pending'],2024-06-07 06:50:50,2024-12-13 05:44:31
964,U3302G,U2075Y,['accepted'],2022-10-18 02:33:18,2024-11-24 09:39:56
965,U3723H,ORG932,['accepted'],2020-04-21 05:27:37,2022-03-02 13:21:37
966,U2845Z,ORG2394,['pending'],2023-06-16 14:48:00,2023-09-17 01:44:05
967,U2595N,ORG2170,['pending'],2023-12-02 05:40:02,2024-06-10 09:28:01
968,U2974T,U1956I,['pending'],2020-06-22 17:40:12,2021-05-11 10:59:48
969,U3306S,ORG2285,['pending'],2020-06-08 20:28:12,2024-09-22 03:30:16
970,U906B,U674V,['accepted'],2023-07-02 15:42:16,2024-11-19 19:25:00
971,U3516A,U1634C,['accepted'],2020-02-07 04:03:51,2023-08-17 06:19:03
972,U2400I,U007J,['accepted'],2023-05-04 02:50:42,2024-05-12 08:22:59
973,U572V,ORG1415,['pending'],2023-04-27 09:40:09,2024-03-28 23:31:11
974,U1189E,U3128N,['pending'],2023-07-18 10:00:06,2024-10-30 10:15:58
975,U2873L,ORG1871,['pending'],2020-10-14 09:52:52,2022-02-12 15:13:05
976,U2322P,ORG2232,['accepted'],2021-02-18 05:10:04,2024-03-26 01:47:49
977,U1327E,ORG1722,['accepted'],2023-06-12 08:07:14,2023-12-06 05:23:51
978,U2983K,ORG3732,['accepted'],2024-01-14 19:30:42,2024-02-27 23:28:34
979,U1314L,U2460U,['accepted'],2020-09-09 12:40:33,2024-10-23 23:37:37
980,U3808I,U1768K,['accepted'],2024-06-01 15:17:26,2024-08-21 17:40:16
981,U1897S,ORG1366,['accepted'],2023-07-19 04:54:52,2023-10-02 00:27:03
982,U1286U,U1414J,['pending'],2022-06-30 00:52:56,2024-09-13 18:51:54
983,U2909I,U474K,['accepted'],2024-02-26 19:30:03,2024-07-10 09:53:43
984,U888E,ORG964,['pending'],2023-11-05 09:39:31,2024-02-28 11:32:59
985,U1540D,ORG681,['accepted'],2022-11-26 04:06:01,2024-07-16 11:42:52
986,U3044H,U1281P,['accepted'],2020-10-31 22:24:22,2022-07-14 06:31:26
987,U793K,U658V,['pending'],2020-10-23 10:18:42,2021-12-08 10:28:12
988,U3068M,U3043Y,['accepted'],2020-07-21 07:41:12,2020-12-18 22:18:47
989,U3224P,U049H,['accepted'],2022-06-20 19:38:19,2024-07-28 01:46:14
990,U3896N,ORG591,['accepted'],2023-10-08 08:12:42,2024-06-28 05:31:01
991,U3864N,U1920S,['pending'],2024-10-10 13:19:07,2024-12-22 22:49:22
992,U478K,ORG2200,['accepted'],2020-10-09 11:19:04,2022-12-28 16:02:57
993,U2263N,U3507N,['accepted'],2022-03-28 00:14:53,2024-12-16 04:47:24
994,U2392D,U1237E,['pending'],2024-06-21 16:12:10,2024-07-02 03:44:42
995,U3674G,U503F,['pending'],2023-06-16 12:23:28,2023-09-04 20:26:29
996,U676N,ORG906,['rejected'],2021-09-29 13:16:03,2023-09-04 23:52:04
997,U2815X,U287K,['accepted'],2022-04-14 02:57:02,2023-01-14 02:00:47
998,U2243L,U2670Y,['accepted'],2021-12-19 16:21:49,2024-12-20 06:12:54
999,U234H,U2894N,['accepted'],2023-02-18 21:54:29,2024-01-27 04:53:34
1000,U1948G,U916M,['rejected'],2023-09-15 07:08:05,2024-01-09 20:04:45
